"nflId","height","weight","birthDate","collegeName","position","displayName"
37266,6.25,295,1987-11-04 19:00:00,"Cincinnati","C","Jason Kelce"
37308,6.333,315,1990-03-16 19:00:00,"Arizona State","DT","Lawrence Guy"
37724,5.833,199,1989-06-17 20:00:00,"Kansas","CB","Chris Harris"
37778,6.083,235,1989-08-23 20:00:00,"Auburn","ILB","Josh Bynes"
37792,6.083,250,1989-05-11 20:00:00,"Central Michigan","ILB","Nick Bellore"
37841,6.25,260,1987-09-05 20:00:00,"Troy","DE","Mario Addison"
38538,6.333,207,1988-07-26 20:00:00,"Texas A&amp;M","QB","Ryan Tannehill"
38540,6.083,202,1990-09-18 20:00:00,"South Carolina","CB","Stephon Gilmore"
38542,6.333,310,1990-12-12 19:00:00,"Mississippi State","DT","Fletcher Cox"
38544,6.417,305,1990-12-20 19:00:00,"Louisiana State","DE","Michael Brockers"
38545,6.25,250,1987-10-31 19:00:00,"West Virginia","OLB","Bruce Irvin"
38548,6.167,247,1989-04-25 20:00:00,"South Carolina","OLB","Melvin Ingram"
38551,6.417,265,1990-02-26 19:00:00,"Syracuse","DE","Chandler Jones"
38553,6.5,305,1988-11-30 19:00:00,"Iowa","T","Riley Reiff"
38557,6.333,315,1990-03-07 19:00:00,"Wisconsin","G","Kevin Zeitler"
38559,6.167,214,1989-02-01 19:00:00,"Notre Dame","SS","Harrison Smith"
38577,6,242,1990-06-26 20:00:00,"Utah State","ILB","Bobby Wagner"
38588,6.083,233,1990-01-22 19:00:00,"Nebraska","ILB","Lavonte David"
38589,6.25,279,1988-06-29 20:00:00,"Marshall","DE","Vinny Curry"
38592,5.917,192,1989-09-08 20:00:00,"Vanderbilt","CB","Casey Hayward"
38605,5.917,215,1988-11-28 19:00:00,"Wisconsin","QB","Russell Wilson"
38607,6.167,248,1989-01-10 19:00:00,"Arkansas State","MLB","Demario Davis"
38618,6.5,243,1989-01-19 19:00:00,"Arizona","QB","Nick Foles"
38619,6.333,352,1989-11-15 19:00:00,"Regina, Can.","DT","Akiem Hicks"
38629,6.25,308,1989-07-01 20:00:00,"Georgia","C","Ben Jones"
38632,6.25,202,1988-08-18 20:00:00,"Michigan State","QB","Kirk Cousins"
38683,6.667,321,1990-01-15 19:00:00,"Purdue","T","Dennis Kelly"
38696,6.167,198,1990-03-11 19:00:00,"California","WR","Marvin Jones"
38707,6,200,1990-06-16 20:00:00,"Presbyterian","FS","Justin Bethel"
38779,6.25,308,1989-06-07 20:00:00,"Southern Methodist","T","Kelvin Beachum"
38843,5.833,195,1990-06-22 20:00:00,"Virginia","FS","Rodney McLeod"
38852,5.917,195,1990-03-16 19:00:00,"Stanford","SS","Michael Thomas"
38868,6.083,212,1990-08-06 20:00:00,"Wyoming","FS","Tashaun Gipson"
38937,6.083,215,1988-02-16 19:00:00,"Houston","QB","Case Keenum"
38947,5.667,174,1989-04-25 20:00:00,"Southern Methodist","WR","Cole Beasley"
39212,5.917,220,1990-01-25 19:00:00,"Mississippi","RB","Brandon Bolden"
39646,6.25,225,1991-04-12 20:00:00,"Baylor","WR","Josh Gordon"
39684,6.25,305,1990-02-25 19:00:00,"Pennsylvania","G","Greg Van Roten"
39908,6.167,220,1990-04-01 20:00:00,"California, Pa.","FS","Erik Harris"
39941,5.833,207,1990-02-25 19:00:00,"Southern Methodist","FS","Chris Banjo"
39950,6.5,317,1990-05-07 20:00:00,"Oklahoma","T","Lane Johnson"
39965,6.417,311,1990-08-14 20:00:00,"Syracuse","G","Justin Pugh"
39973,6.083,212,1992-06-05 20:00:00,"Clemson","WR","DeAndre Hopkins"
39975,6.167,238,1991-03-16 19:00:00,"Tennessee","RB","Cordarrelle Patterson"
39983,6.417,250,1990-11-09 19:00:00,"Stanford","TE","Zach Ertz"
39984,6,190,1990-12-31 19:00:00,"Mississippi State","CB","Darius Slay"
39987,6.25,221,1990-10-09 20:00:00,"West Virginia","QB","Geno Smith"
39989,6,193,1992-04-09 20:00:00,"Southern California","WR","Robert Woods"
39997,6.25,340,1992-03-29 19:00:00,"Ohio State","NT","Johnathan Hankins"
39998,6.083,245,1991-05-04 20:00:00,"Florida","OLB","Jon Bostic"
40000,6.25,255,1989-10-19 20:00:00,"Southern Mississippi","OLB","Jamie Collins"
40011,6.417,260,1989-10-04 20:00:00,"Cincinnati","TE","Travis Kelce"
40017,5.75,190,1992-05-12 20:00:00,"Louisiana State","FS","Tyrann Mathieu"
40023,6.417,304,1991-07-22 20:00:00,"Arkansas-Pine Bluff","T","Terron Armstead"
40024,6.167,211,1992-04-26 20:00:00,"California","WR","Keenan Allen"
40026,5.75,179,1990-11-18 19:00:00,"Texas","WR","Marquise Goodwin"
40030,6.25,327,1989-07-10 20:00:00,"Georgia","NT","John Jenkins"
40031,5.917,195,1991-02-08 19:00:00,"Rutgers","FS","Logan Ryan"
40039,6.083,205,1991-01-23 19:00:00,"Rutgers","SS","Duron Harmon"
40048,6.083,307,1991-11-28 19:00:00,"Illinois","DT","Akeem Spence"
40057,6.333,310,1991-09-29 20:00:00,"Colorado","T","David Bakhtiari"
40074,6.5,281,1991-07-30 20:00:00,"Michigan State","DE","William Gholston"
40078,6.083,240,1991-04-22 20:00:00,"Harvard","FB","Kyle Juszczyk"
40089,6.417,315,1991-06-04 20:00:00,"Virginia","G","Oday Aboushi"
40095,6.25,263,1990-09-15 20:00:00,"Buffalo","OLB","Steven Means"
40096,6.083,240,1991-07-29 20:00:00,"Iowa State","OLB","A.J. Klein"
40107,6,197,1990-12-30 19:00:00,"Iowa","FS","Micah Hyde"
40124,6.417,310,1990-08-23 20:00:00,"San Jose State","G","David Quessenberry"
40129,6.25,230,1990-01-17 19:00:00,"Central Florida","RB","Latavius Murray"
40138,5.833,215,1990-07-01 20:00:00,"Nebraska","RB","Rex Burkhead"
40149,6.5,255,1990-01-10 19:00:00,"Connecticut","TE","Ryan Griffin"
40166,6,191,1991-04-24 20:00:00,"Oregon State","SS","Jordan Poyer"
40171,6.333,309,1990-02-20 19:00:00,"Samford","DT","Nicholas Williams"
40347,6.25,328,1991-04-19 20:00:00,"Wyoming","NT","Mike Purcell"
40463,6.25,263,1991-07-01 20:00:00,"Pennsylvania","OLB","Brandon Copeland"
40488,6.167,200,1990-08-21 20:00:00,"Minn. State-Mankato","WR","Adam Thielen"
40494,5.667,178,1992-01-16 19:00:00,"Southern California","CB","Nickell Robey"
40737,5.917,212,1992-01-26 19:00:00,"Oklahoma","SS","Tony Jefferson"
41069,6.167,300,1989-06-04 20:00:00,"Iowa","C","James Ferentz"
41227,6.417,255,1993-02-13 19:00:00,"South Carolina","DE","Jadeveon Clowney"
41230,6.083,211,1993-06-13 20:00:00,"Clemson","WR","Sammy Watkins"
41231,6.25,269,1991-02-21 19:00:00,"Buffalo","OLB","Khalil Mack"
41232,6.417,309,1992-02-10 19:00:00,"Texas A&amp;M","T","Jake Matthews"
41233,6.417,231,1993-08-20 20:00:00,"Texas A&amp;M","WR","Mike Evans"
41235,6.417,255,1992-03-17 19:00:00,"UCLA","OLB","Anthony Barr"
41237,6.583,309,1991-07-21 20:00:00,"Michigan","T","Taylor Lewan"
41239,6.083,280,1991-05-22 20:00:00,"Pittsburgh","DT","Aaron Donald"
41240,5.917,194,1992-02-15 19:00:00,"Virginia Tech","CB","Kyle Fuller"
41242,6.333,315,1990-11-19 19:00:00,"Notre Dame","G","Zack Martin"
41243,6.167,250,1992-06-18 20:00:00,"Alabama","ILB","C.J. Mosley"
41245,6.5,312,1992-06-02 20:00:00,"Tennessee","T","Ja'Wuan James"
41246,5.833,183,1993-09-24 20:00:00,"Oregon State","WR","Brandin Cooks"
41256,5.917,193,1991-07-17 20:00:00,"Northern Illinois","FS","Jimmie Ward"
41257,5.917,194,1992-04-30 20:00:00,"Ohio State","CB","Bradley Roby"
41258,6.167,215,1992-11-09 19:00:00,"Louisville","QB","Teddy Bridgewater"
41263,6.25,265,1992-04-27 20:00:00,"Boise State","DE","Demarcus Lawrence"
41264,6.333,320,1991-10-10 20:00:00,"Nevada","G","Joel Bitonio"
41265,6.25,210,1991-03-27 19:00:00,"Fresno State","QB","Derek Carr"
41269,6.25,250,1991-03-25 19:00:00,"Brigham Young","OLB","Kyle Van Noy"
41270,5.667,185,1990-11-26 19:00:00,"Florida State","SS","Lamarcus Joyner"
41279,6.25,252,1993-01-16 19:00:00,"Georgia Tech","OLB","Jeremiah Attaochu"
41282,6.083,215,1992-12-23 19:00:00,"Fresno State","WR","Davante Adams"
41290,6.167,220,1993-08-23 20:00:00,"Penn State","WR","Allen Robinson"
41291,6.167,225,1991-11-01 19:00:00,"Eastern Illinois","QB","Jimmy Garoppolo"
41292,5.917,196,1992-11-27 19:00:00,"Louisiana State","WR","Jarvis Landry"
41293,6.5,315,1991-05-28 20:00:00,"Missouri","C","Justin Britt"
41295,6.5,330,1991-03-02 19:00:00,"Virginia","T","Morgan Moses"
41296,6.417,310,1991-10-16 20:00:00,"North Dakota State","T","Billy Turner"
41300,6.167,235,1992-08-30 20:00:00,"Iowa","OLB","Christian Kirksey"
41310,6.25,336,1991-07-11 20:00:00,"Mississippi State","G","Gabe Jackson"
41321,6.25,315,1993-06-13 20:00:00,"Louisiana State","G","Trai Turner"
41324,6.5,301,1990-11-14 19:00:00,"Michigan","G","Michael Schofield"
41325,5.75,205,1992-05-02 20:00:00,"Georgia Southern","RB","Jerick McKinnon"
41327,6.333,257,1992-01-21 19:00:00,"California","TE","Richard Rodgers"
41336,6.167,350,1990-12-26 19:00:00,"Louisiana Tech","DT","Justin Ellis"
41341,6.333,322,1991-12-26 19:00:00,"Penn State","DT","DaQuan Jones"
41349,6.5,250,1991-06-30 20:00:00,"Virginia Tech","TE","Logan Thomas"
41358,6.167,200,1991-11-30 19:00:00,"North Carolina State","CB","Dontae Johnson"
41361,6,230,1991-10-06 20:00:00,"Boston College","OLB","Kevin Pierre-Louis"
41363,6.583,300,1991-05-04 20:00:00,"Virginia","DE","Brent Urban"
41369,6.5,320,1992-09-02 20:00:00,"Stanford","T","Cameron Fleming"
41390,6.25,301,1991-07-26 20:00:00,"Ohio State","C","Corey Linsley"
41403,6.25,256,1991-06-23 20:00:00,"Southern California","OLB","Devon Kennard"
41464,6.167,290,1991-08-10 20:00:00,"Illinois State","DE","Shelby Harris"
41475,6.25,305,1991-10-08 20:00:00,"Boise State","T","Charles Leno"
41483,5.917,190,1992-05-16 20:00:00,"Oregon","CB","Terrance Mitchell"
41500,5.917,205,1992-10-16 20:00:00,"Ball State","WR","Willie Snead"
41532,6.417,310,1991-12-16 19:00:00,"North Carolina","T","James Hurst"
41563,6.667,328,1991-07-17 20:00:00,"Kansas State","T","Cornelius Lucas"
41595,6.333,332,1991-05-08 20:00:00,"Colorado State-Pueblo","NT","Mike Pennel"
41599,6.083,232,1991-05-05 20:00:00,"South Carolina State","ILB","Joe Thomas"
41630,6.25,317,1992-05-30 20:00:00,"Central Florida","C","Justin McCray"
41665,6.25,310,1991-05-04 20:00:00,"Clemson","G","Tyler Shatley"
41667,6.5,306,1991-02-13 19:00:00,"James Madison","T","Josh Wells"
41707,6.333,325,1991-07-07 20:00:00,"Utah State","C","Tyler Larsen"
41712,5.917,224,1992-04-02 19:00:00,"Oklahoma","RB","Damien Williams"
41786,6.167,270,1991-05-01 20:00:00,"Texas Tech","DE","Kerry Hyder"
41808,6,240,1992-04-07 20:00:00,"San Jose State","FB","Keith Smith"
41915,6.167,250,1992-11-16 19:00:00,"Colorado State","OLB","Shaquil Barrett"
41939,6.5,325,1991-10-24 20:00:00,"Ohio State","G","Andrew Norwell"
41947,6.25,250,1991-02-17 19:00:00,"Florida State","ILB","Christian Jones"
41959,6.5,330,1992-07-06 20:00:00,"Bloomsburg","G","Matt Feiler"
42030,5.75,183,1991-07-11 20:00:00,"Pittsburgh","CB","K'Waun Williams"
42031,6.417,285,1990-07-14 20:00:00,"Mississippi State","DE","Denico Autry"
42033,6.417,245,1991-07-02 20:00:00,"Harvard","TE","Cameron Brate"
42116,5.917,210,1992-03-27 19:00:00,"Texas","SS","Adrian Phillips"
42302,6.5,255,1992-04-09 20:00:00,"Canisius","TE","Chris Manhertz"
42331,6.5,265,1992-04-12 20:00:00,"No College","DE","Efe Obada"
42344,6.333,231,1994-01-05 19:00:00,"Florida State","QB","Jameis Winston"
42345,6.333,222,1993-10-29 20:00:00,"Oregon","QB","Marcus Mariota"
42346,6.25,255,1994-08-02 20:00:00,"Florida","OLB","Dante Fowler"
42347,6.083,211,1994-06-16 20:00:00,"Alabama","WR","Amari Cooper"
42348,6.417,315,1991-12-25 19:00:00,"Iowa","G","Brandon Scherff"
42349,6.417,302,1994-06-19 20:00:00,"Southern California","DT","Leonard Williams"
42350,6.25,216,1992-06-24 20:00:00,"West Virginia","WR","Kevin White"
42356,6.583,316,1993-11-03 19:00:00,"Stanford","G","Andrus Peat"
42357,6.25,216,1993-01-19 19:00:00,"Louisville","WR","DeVante Parker"
42358,6.083,215,1993-04-12 20:00:00,"Wisconsin","RB","Melvin Gordon"
42360,6.583,292,1993-11-14 19:00:00,"Oregon","DT","Arik Armstead"
42361,6,197,1993-01-08 19:00:00,"Washington","CB","Marcus Peters"
42362,6.417,313,1992-08-22 20:00:00,"Florida State","T","Cameron Erving"
42363,6,198,1993-05-23 20:00:00,"Southern California","WR","Nelson Agholor"
42364,6.417,310,1992-04-24 20:00:00,"Texas A&amp;M","T","Cedric Ogbuehi"
42365,6.333,269,1993-02-11 19:00:00,"Kentucky","OLB","Bud Dupree"
42367,6.417,307,1993-12-27 19:00:00,"Florida","T","D.J. Humphries"
42368,6,230,1994-04-20 20:00:00,"Washington","ILB","Shaq Thompson"
42369,6.167,215,1993-09-09 20:00:00,"Central Florida","WR","Breshad Perriman"
42371,6.25,312,1992-02-08 19:00:00,"Duke","G","Laken Tomlinson"
42372,5.833,192,1993-01-04 19:00:00,"Miami","WR","Phillip Dorsett"
42376,6,218,1994-01-09 19:00:00,"Alabama","SS","Landon Collins"
42377,6.5,338,1993-06-22 20:00:00,"Penn State","T","Donovan Smith"
42378,6.25,280,1994-01-24 19:00:00,"Florida State","DT","Mario Edwards"
42381,6.417,265,1992-11-16 19:00:00,"Mississippi State","OLB","Preston Smith"
42388,6,232,1992-02-28 19:00:00,"UCLA","ILB","Eric Kendricks"
42390,6.083,205,1992-10-02 20:00:00,"Utah","SS","Eric Rowe"
42391,5.917,240,1992-12-04 19:00:00,"Miami","ILB","Denzel Perryman"
42392,6.5,305,1992-04-20 20:00:00,"Missouri","C","Mitch Morse"
42393,5.917,193,1994-01-01 19:00:00,"Florida State","CB","Ronald Darby"
42395,6.5,341,1992-09-20 20:00:00,"Oklahoma","DE","Jordan Phillips"
42397,5.75,203,1993-06-12 20:00:00,"Nebraska","RB","Ameer Abdullah"
42398,6.333,252,1994-04-11 20:00:00,"Minnesota","TE","Maxx Williams"
42400,6.667,328,1992-05-12 20:00:00,"Wisconsin","T","Rob Havenstein"
42401,6.25,260,1991-03-12 19:00:00,"Missouri","OLB","Markus Golden"
42403,6.417,255,1992-11-22 19:00:00,"Nebraska","DE","Randy Gregory"
42406,6.25,260,1993-06-13 20:00:00,"Michigan","DE","Frank Clark"
42410,6.25,325,1991-10-02 20:00:00,"South Carolina","G","A.J. Cann"
42412,5.833,182,1992-09-27 20:00:00,"Kansas State","WR","Tyler Lockett"
42416,6.083,210,1993-04-15 20:00:00,"Indiana","RB","Tevin Coleman"
42419,6.25,205,1992-10-24 20:00:00,"Georgia","WR","Chris Conley"
42421,6,196,1993-05-31 20:00:00,"Florida State","CB","P.J. Williams"
42427,6.083,236,1992-06-26 20:00:00,"Texas","ILB","Jordan Hicks"
42428,6.5,250,1992-10-14 20:00:00,"Rutgers","TE","Tyler Kroft"
42431,6.417,252,1994-10-28 20:00:00,"Louisiana State","OLB","Danielle Hunter"
42433,6.417,320,1992-03-01 19:00:00,"Iowa","NT","Carl Davis"
42436,6.5,301,1991-08-02 20:00:00,"Stanford","DE","Henry Anderson"
42437,6,216,1993-01-21 19:00:00,"Stanford","WR","Ty Montgomery"
42441,5.917,194,1993-01-21 19:00:00,"Oregon State","CB","Steven Nelson"
42443,6.333,318,1992-11-13 19:00:00,"Auburn","DT","Angelo Blackson"
42444,6.167,265,1993-08-15 20:00:00,"Arkansas","OLB","Trey Flowers"
42448,5.75,177,1993-06-16 20:00:00,"Duke","WR","Jamison Crowder"
42465,6.333,272,1992-09-07 20:00:00,"Kentucky","OLB","Za'Darius Smith"
42467,6.083,227,1994-08-02 20:00:00,"Louisiana State","OLB","Kwon Alexander"
42469,5.75,221,1993-02-18 19:00:00,"South Carolina","RB","Mike Davis"
42470,6,243,1993-05-27 20:00:00,"Minnesota","MLB","Damien Wilson"
42471,6.333,323,1992-02-09 19:00:00,"Miami","C","Jon Feliciano"
42474,6.083,310,1993-08-27 20:00:00,"Georgia Tech","G","Shaquille Mason"
42476,6.333,309,1991-11-08 19:00:00,"Florida","G","Max Garcia"
42477,6.333,310,1992-05-02 20:00:00,"West Virginia","G","Mark Glowinski"
42480,6,305,1993-04-27 20:00:00,"Clemson","DT","Grady Jarrett"
42485,6,214,1993-04-28 20:00:00,"Penn State","FS","Adrian Amos"
42486,6.167,243,1992-03-23 19:00:00,"Southern Illinois","TE","MyCole Pruitt"
42488,5.917,192,1993-08-17 20:00:00,"Memphis","FS","Bobby McCain"
42489,6,191,1993-11-28 19:00:00,"Maryland","WR","Stefon Diggs"
42500,6.5,260,1993-01-13 19:00:00,"Auburn","TE","C.J. Uzomah"
42503,6.583,250,1994-06-03 20:00:00,"Penn State","TE","Jesse James"
42511,6,240,1992-01-31 19:00:00,"Rutgers","FB","Michael Burton"
42512,6.167,245,1993-08-07 20:00:00,"Texas State","MLB","David Mayo"
42514,6.333,270,1993-02-16 19:00:00,"Delaware","TE","Nick Boyle"
42543,5.75,197,1993-01-21 19:00:00,"Texas","FS","Quandre Diggs"
42547,6.5,255,1992-09-12 20:00:00,"Georgia Tech","TE","Darren Waller"
42553,6.083,298,1992-03-09 19:00:00,"Louisiana-Lafayette","DT","Christian Ringo"
42559,6.167,305,1993-10-15 20:00:00,"Rice","NT","Christian Covington"
42560,6.167,307,1993-07-02 20:00:00,"Southern Mississippi","NT","Rakeem Nunez-Roches"
42569,6.417,310,1994-08-20 20:00:00,"Florida State","T","Bobby Hart"
42587,6.667,380,1993-04-12 20:00:00,"Florida","T","Trenton Brown"
42589,6.333,260,1993-09-15 20:00:00,"Texas","TE","Geoff Swaim"
42593,6.25,220,1991-12-25 19:00:00,"Northwestern","QB","Trevor Siemian"
42654,6.333,320,1993-07-25 20:00:00,"Louisiana State","T","La'el Collins"
42718,5.833,197,1992-04-08 20:00:00,"Purdue","RB","Raheem Mostert"
42721,6.5,263,1992-04-21 20:00:00,"Texas-El Paso","TE","Eric Tomlinson"
42771,6.167,234,1993-04-05 20:00:00,"Marshall","ILB","Neville Hewitt"
42794,5.667,190,1993-04-09 20:00:00,"Sacramento State","WR","DeAndre Carter"
42816,5.917,184,1991-08-28 20:00:00,"Oregon","CB","Troy Hill"
42818,6.333,209,1992-02-16 19:00:00,"Wisconsin-Whitewater","WR","Jake Kumerow"
42826,6.083,292,1992-12-28 19:00:00,"Clemson","DT","DeShawn Williams"
42827,5.917,190,1993-03-26 19:00:00,"Tennessee","CB","Justin Coleman"
42831,6.083,210,1993-03-14 19:00:00,"Old Dominion","QB","Taylor Heinicke"
42837,5.917,222,1993-05-14 20:00:00,"Texas","RB","Malcolm Brown"
42883,6.25,300,1992-07-09 20:00:00,"Georgia","C","David Andrews"
42899,5.75,180,1993-01-26 19:00:00,"South Carolina","WR","Damiere Byrd"
42901,6.083,208,1992-07-24 20:00:00,"James Madison","SS","Dean Marlowe"
42929,6.167,242,1993-12-06 19:00:00,"Montana State","OLB","Alex Singleton"
42935,5.75,188,1991-10-22 20:00:00,"Rice","CB","Bryce Callahan"
42954,6.333,310,1992-04-22 20:00:00,"Toledo","C","Greg Mancz"
43092,6,299,1992-11-22 19:00:00,"North Carolina State","DT","T.Y. McGill"
43290,6.333,223,1994-10-13 20:00:00,"California","QB","Jared Goff"
43291,6.417,237,1992-12-29 19:00:00,"North Dakota State","QB","Carson Wentz"
43292,6.417,280,1995-07-10 20:00:00,"Ohio State","OLB","Joey Bosa"
43293,6,228,1995-07-21 20:00:00,"Ohio State","RB","Ezekiel Elliott"
43294,6.083,208,1994-10-23 20:00:00,"Florida State","CB","Jalen Ramsey"
43295,6.5,315,1994-03-17 19:00:00,"Notre Dame","T","Ronnie Stanley"
43296,6.583,300,1994-03-16 19:00:00,"Oregon","DT","DeForest Buckner"
43297,6.5,308,1994-08-16 20:00:00,"Michigan State","T","Jack Conklin"
43298,6.417,240,1992-09-07 20:00:00,"Georgia","DE","Leonard Floyd"
43299,6.083,203,1995-08-08 20:00:00,"Ohio State","CB","Eli Apple"
43301,6.167,305,1994-04-01 19:00:00,"Louisville","DT","Sheldon Rankins"
43302,6.417,313,1994-08-01 20:00:00,"Mississippi","T","Laremy Tunsil"
43305,6.583,318,1993-08-22 20:00:00,"Ohio State","T","Taylor Decker"
43306,6.083,216,1995-07-25 20:00:00,"Florida","FS","Keanu Neal"
43307,6.333,309,1993-05-29 20:00:00,"Alabama","C","Ryan Kelly"
43308,6.25,267,1994-06-16 20:00:00,"Clemson","DE","Shaq Lawson"
43313,6,196,1992-10-26 19:00:00,"Houston","CB","William Jackson"
43314,6,197,1995-04-30 20:00:00,"Miami","CB","Artie Burns"
43316,6.25,314,1995-10-03 20:00:00,"UCLA","NT","Kenny Clark"
43321,6.333,275,1993-11-05 19:00:00,"Oklahoma State","DE","Emmanuel Ogbah"
43323,6.167,245,1995-06-13 20:00:00,"Notre Dame","MLB","Jaylon Smith"
43324,6.417,250,1994-12-06 19:00:00,"Arkansas","TE","Hunter Henry"
43325,6.083,244,1995-09-02 20:00:00,"UCLA","ILB","Myles Jack"
43326,6.5,308,1994-07-02 20:00:00,"Mississippi State","DT","Chris Jones"
43327,6.083,200,1993-07-03 20:00:00,"Baylor","CB","Xavien Howard"
43329,5.833,201,1993-02-09 19:00:00,"Oklahoma","WR","Sterling Shepard"
43332,6.333,314,1994-05-07 20:00:00,"Penn State","NT","Austin Johnson"
43333,6.417,287,1994-05-10 20:00:00,"Illinois","OLB","Jihad Ward"
43334,6.25,247,1994-01-03 19:00:00,"Alabama","RB","Derrick Henry"
43335,6.333,330,1995-03-20 19:00:00,"Alabama","DT","A'Shawn Robinson"
43336,6.25,212,1993-03-02 19:00:00,"Ohio State","WR","Michael Thomas"
43338,6.25,306,1992-12-15 19:00:00,"Alabama","DT","Jarran Reed"
43339,6.333,300,1993-04-28 20:00:00,"Notre Dame","C","Nick Martin"
43341,6.083,227,1994-11-03 19:00:00,"Louisiana State","ILB","Deion Jones"
43344,6.167,203,1994-11-14 19:00:00,"Pittsburgh","WR","Tyler Boyd"
43345,6.25,309,1992-07-10 20:00:00,"Kansas State","G","Cody Whitehair"
43350,5.917,205,1994-12-11 19:00:00,"Ohio State","SS","Vonn Bell"
43351,6.083,212,1993-08-03 20:00:00,"Samford","CB","James Bradberry"
43352,6.333,287,1992-09-22 20:00:00,"Georgia Tech","DE","Adam Gotsis"
43353,5.917,212,1993-08-16 20:00:00,"Middle Tennessee","FS","Kevin Byard"
43354,6.583,275,1993-04-11 20:00:00,"Penn State","OLB","Carl Nassib"
43356,6.167,308,1995-04-07 20:00:00,"Nebraska","DT","Maliek Collins"
43358,6.167,246,1995-03-30 19:00:00,"Maryland","DE","Yannick Ngakoue"
43361,6.25,296,1993-10-21 20:00:00,"Florida","DE","Jonathan Bullard"
43362,6.083,211,1994-01-25 19:00:00,"Alabama","RB","Kenyan Drake"
43366,6.083,215,1995-02-21 19:00:00,"West Virginia","CB","Daryl Worley"
43367,6.417,308,1992-11-17 19:00:00,"North Carolina State","G","Joe Thuney"
43368,6.333,303,1993-10-28 20:00:00,"Oregon State","G","Isaac Seumalo"
43370,6.333,254,1994-10-28 20:00:00,"Stanford","TE","Austin Hooper"
43373,5.917,198,1995-02-12 19:00:00,"Virginia Tech","CB","Kendall Fuller"
43376,6.167,235,1993-08-19 20:00:00,"Utah State","ILB","Nick Vigil"
43378,6.167,305,1993-02-06 19:00:00,"South Carolina State","DT","Javon Hargrave"
43380,6.333,235,1992-12-10 19:00:00,"North Carolina State","QB","Jacoby Brissett"
